tweet,emotion,product_filled,cleaned_tweets
view from the back of the line to get into league of extraordinary hackers #google event #sxsw {link},neutral,google,view back line get league extraordinary hackers google event sxsw link
hopefully the best thing that comes from #sxsw isn't the fact people flew to austin to pick up an ipad.,positive,ipad,hopefully best thing comes sxsw isnt fact people flew austin pick ipad
so what's the best #sxsw mobile app (android!) app to make the panel and party agenda. offline use get a +,neutral,android,whats best sxsw mobile app android app make panel party agenda offline use get
following the bing/google seo session #qagb at #sxsw and my buddy @mention #seo,neutral,google,following binggoogle seo session qagb sxsw buddy seo
following the buzz? (hee hee) - google drip feeding information about facebook rival: #circles #sxsw,neutral,google,following buzz hee hee google drip feeding information facebook rival circles sxsw
phrase of the day iphone ready android coming #sxsw,neutral,iphone,phrase day iphone ready android coming sxsw
"goals for the day: knock out government talks, install android sdk, &amp; pray that the #sencha/#phonegap workshop does #android too #sxsw",neutral,android,goals day knock government talks install android sdk amp pray senchaphonegap workshop android sxsw
first day the exhibit hall is open at #sxsw! stop by the #emc booth to enter to win an ipad 2! @mention @mention,positive,ipad,first day exhibit hall open sxsw stop emc booth enter win ipad 2
check out the free @mention sampler on itunes! {link} #sxsw,neutral,none,check free sampler itunes link sxsw
check out the free sxsw sampler on itunes! {link} #sxsw,positive,other apple product or service,check free sxsw sampler itunes link sxsw
audioboo: the front of the apple ipad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #austin #texas,neutral,ipad,audioboo front apple ipad 2 queue link sxsw sxswsa apple ipad2 austin texas
following the google/bing qa session at #sxsw. great insights for webmasters #qagb,positive,google,following googlebing qa session sxsw great insights webmasters qagb
"oh, 'ware the ides of march. location: {link} #sxsw",neutral,none,oh ware ides march location link sxsw
.@mention the ipad dj is setting up at @mention #sxsw,neutral,ipad,ipad dj setting sxsw
ûï@mention the ipad 2 takes over #sxsw [video]: {link} via mashableû,neutral,ipad,ûï ipad 2 takes sxsw video link via mashableû
sxsw ppl: the ipad 3 will be released before you're home and have unpacked. #sxsw,neutral,ipad,sxsw ppl ipad 3 released youre home unpacked sxsw
unloading the ipads {link} #sxsw #apple #ipad2,neutral,apple,unloading ipads link sxsw apple ipad2
it's like the ipoo app for iphone! @mention ha! rt @mention 4chan is the internet's bathroom wall. #sxswmoot #sxsw,positive,ipad or iphone app,like ipoo app iphone ha rt 4chan internets bathroom wall sxswmoot sxsw
z27: i am the law {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #zlf,neutral,none,z27 law link codes valid 40075959p 031311 infektd sxsw zlf
walked by the mobile apple store in austin. line was insane. #sxsw,mixed,apple,walked mobile apple store austin line insane sxsw
picked up the mophie juice boost pack for iphone today. this chick -and weekend- calls for ample juice #sxsw,neutral,iphone,picked mophie juice boost pack iphone today chick weekend calls ample juice sxsw
pdanet is the most awesome app yet for the android! #sxsw @mention likes!,positive,android app,pdanet awesome app yet android sxsw likes
check out the new @mention app {link} - this is gonna be huge next week at #sxsw and beyond.,positive,ipad or iphone app,check new app link gon na huge next week sxsw beyond
"check out the new app for android launched at #sxsw, play by aol music, essentially instagram for music. {link}",neutral,android,check new app android launched sxsw play aol music essentially instagram music link
ûï@mention the new whrrl app is now live in the iphone app store and android marketplace. get it while it's hot! (just in time for #sxsw!)û,positive,ipad or iphone app,ûï new whrrl app live iphone app store android marketplace get hot time sxswû
just used the ol' ipad to help some brits find their hotel in austin. #gooddeed #sxsw #winning,positive,ipad,used ol ipad help brits find hotel austin gooddeed sxsw winning
i must be the only one at #sxsw without an ipad2. someone needs to make a case that makes my original ipad look like a new 2nd gen.,positive,ipad,must one sxsw without ipad2 someone needs make case makes original ipad look like new 2nd gen
no longer the only one eating alone at a table for one with my iphone and facebook... it's the new normal #sxsw,neutral,iphone,longer one eating alone table one iphone facebook new normal sxsw
"will i be the only one at #sxsw with a blackberry, a dell &amp; no ipad? feeling like a dork @mention a geek conference. does that make sense? :(",neutral,ipad,one sxsw blackberry dell amp ipad feeling like dork geek conference make sense
have both the phones in the @mention demo been the google phones? or are we going to see an iphone? #sxsw,neutral,iphone,phones demo google phones going see iphone sxsw
unveiling the pop-up apple store in the scarborough building! #sxsw {link},positive,apple,unveiling popup apple store scarborough building sxsw link
of course the seo q&amp;a w/ google and bing panel is packed..yet they put it in a tiny room. #sxsw,neutral,google,course seo qampa w google bing panel packedyet put tiny room sxsw
ipad 2 is the star gadget of sxsw: {link} #sxsw,positive,ipad,ipad 2 star gadget sxsw link sxsw
"so i went the whole day w/out my laptop &amp; just used my ipad 1. things i missed: ftp, cloudapp, fast typing, &amp; skype. #ipad #sxsw",negative,ipad,went whole day wout laptop amp used ipad 1 things missed ftp cloudapp fast typing amp skype ipad sxsw
exploring the world in 3d with xml combines google earth w/ location of individuals to show where you've been over time. so cool! #sxsw,positive,google,exploring world 3d xml combines google earth w location individuals show youve time cool sxsw
"last year there was not a single ipad in public at #sxsw. today, they're more common than laptops, and i haven't seen any android tablets.",positive,ipad,last year single ipad public sxsw today theyre common laptops havent seen android tablets
you think there would be a #sxsw app for blackberry. just when i gave iphone the finger! guess i'll have to carry around an ipad. lame,negative,iphone,think would sxsw app blackberry gave iphone finger guess ill carry around ipad lame
".@mention there's an expectation of engagement on the ipad that is both visual and social, of delving into the experience #sxsw #sxfl",positive,ipad,theres expectation engagement ipad visual social delving experience sxsw sxfl
"of course they are, ha rt @mention @mention apple opening temporary store in austin for #sxsw &amp; ipad 2 launch {link}",neutral,ipad,course ha rt apple opening temporary store austin sxsw amp ipad 2 launch link
"i bet you they sell out of their 100,000 new ipads in less than 3 days #sxsw #ipad (@mention apple store, sxsw w/ 70 others) {link}",neutral,ipad,bet sell 100000 new ipads less 3 days sxsw ipad apple store sxsw w 70 others link
it's like they took the geeky 1% of every apple store line in the country and planted them all at #sxsw,neutral,apple,like took geeky 1 every apple store line country planted sxsw
"wow, this thing is insanely thin &amp; light. hold out for the ipad 2. seriously. #sxsw #mosaicxm {link}",positive,ipad,wow thing insanely thin amp light hold ipad 2 seriously sxsw mosaicxm link
among the things i am missing at #sxsw: the google-aclu 80's dance party.,positive,google,among things missing sxsw googleaclu 80s dance party
"the top 7 things i've loved about #sxsw so far- {link} #outbrain, #ipad, #groupme,",positive,ipad,top 7 things ive loved sxsw far link outbrain ipad groupme
i like to think apple decided to sell their new ipad at #sxsw based on my suggestion - {link} everyone... you are welcome.,positive,apple,like think apple decided sell new ipad sxsw based suggestion link everyone welcome
"if anyone thinks i'm going to be walking around at #sxsw with an old and inferior ipad 1 once the ipad 2 is released, well, they are wrong!",positive,ipad,anyone thinks im going walking around sxsw old inferior ipad 1 ipad 2 released well wrong
people in this apple store do not...smell great. #sxsw #hereforwork #nottheipad2,negative,apple,people apple store notsmell great sxsw hereforwork nottheipad2
"check out this new #android app #bizzy, we're using it to check out #sxsw {link}",positive,android app,check new android app bizzy using check sxsw link
people in this session are taking photos with their ipad 2s up in the air... #doingitwrong #sxsw,neutral,ipad,people session taking photos ipad 2s air doingitwrong sxsw
check out this video to get a glimpse at what the action was like - the ipad 2 ... #ipad #sxsw #gadgets {link},neutral,ipad,check video get glimpse action like ipad 2 ipad sxsw gadgets link
check out this video to get a glimpse at what the action was like -the ipad 2...#ipad #sxsw #gadgets {link} could not resist.,positive,ipad,check video get glimpse action like ipad 2ipad sxsw gadgets link could resist
"in austin this wk&amp; need your #iphone or #ipad fixed,find the guy w/the sign on the hilton cnr near conventionctr #sxsw {link}",neutral,iphone,austin wkamp need iphone ipad fixedfind guy wthe sign hilton cnr near conventionctr sxsw link
"we missed this, @mention check out google doodles: burning man to pac-man and beyond. {link} #sxsw",neutral,google,missed check google doodles burning man pacman beyond link sxsw
"i believe this, too. they're good. rt @mention my life would be so much better with an ipad. #brainwashed #lines #sxsw",positive,ipad,believe theyre good rt life would much better ipad brainwashed lines sxsw
how about this: will be late rt @mention google circles will be ______ #sxsw,neutral,google,late rt google circles ______ sxsw
listen to this!! the brocast: episode #2 {link} #ios #apple #iphone #sxsw #music @mention @mention @mention,neutral,iphone,listen brocast episode 2 link ios apple iphone sxsw music
"some dude thought my buddy figured out how to put keyboard on ipad. told him it was a netbook,: guy unconvinced. obviously wasted. #sxsw",neutral,ipad,dude thought buddy figured put keyboard ipad told netbook guy unconvinced obviously wasted sxsw
there are thousands of ipad 2's floating around austin at #sxsw and i have not seen even one single android tablet. not even one. zero.,positive,android,thousands ipad 2s floating around austin sxsw seen even one single android tablet even one zero
i spotted three ipad 2's in just the first 10 minutes here. lots of ipad 1s. you'd think you were at macworld. #sxsw,neutral,ipad,spotted three ipad 2s first 10 minutes lots ipad 1s youd think macworld sxsw
".@mention three types of people at work: the ghost, the bad apple and the kid. #gamestorming #sxsw",neutral,apple,three types people work ghost bad apple kid gamestorming sxsw
excellent tip from @mention going to #sxsw? the new iphone guide to #austin by @mention is free march 9-15. hard to beat free. #lp,positive,iphone,excellent tip going sxsw new iphone guide austin free march 915 hard beat free lp
#sxsw pro tip: remove access to corporate twitter account from iphone by 4pm each day.,neutral,iphone,sxsw pro tip remove access corporate twitter account iphone 4pm day
head over to {link} by 1pm cst today to win vip access to my acoustic solo set at #sxsw tonight with #nokiaconnects,neutral,none,head link 1pm cst today win vip access acoustic solo set sxsw tonight nokiaconnects
listening to @mention discuss new interaction paradigms in designing for the ipad #uxdes #sxsw,neutral,ipad,listening discuss new interaction paradigms designing ipad uxdes sxsw
listening to @mention talk about ipad design #sxsw,neutral,ipad,listening talk ipad design sxsw
thank you to @mention for letting me test drive a car to the apple store. now lets hope that they can fix my phone!! #sxsw,negative,apple,thank letting test drive car apple store lets hope fix phone sxsw
"on my way to &quot;ipad design headaches.&quot; not sure it's bloggable, but i'm sure it will be interesting! #sxsw {link}",positive,ipad,way quotipad design headachesquot sure bloggable im sure interesting sxsw link
"not going to #sxsw ? doesnt matter, its not the only place giving away #apple products :) {link}",neutral,apple,going sxsw doesnt matter place giving away apple products link
on my way to #sxsw has anyone seen any lines in the sxsw apple store? (still a bit early),neutral,apple,way sxsw anyone seen lines sxsw apple store still bit early
traveling to #sxsw with your ipad 1 is so 3/10/2011,neutral,ipad,traveling sxsw ipad 1 3102011
on my way to #sxsw. but i forgot my ipad! %^*%#!! (@mention cleveland hopkins airport w/ 2 others) {link},positive,ipad,way sxsw forgot ipad cleveland hopkins airport w 2 others link
"listening to a furby choir o.o #superhappydevhouse, #sxsw, #google",neutral,google,listening furby choir oo superhappydevhouse sxsw google
"so talked to a googler &amp; she said no, &quot;no new products at #sxsw&quot; but did point me at google social search {link}",neutral,google,talked googler amp said quotno new products sxswquot point google social search link
my metric to determine the engagement of a #sxsw session? ipad battery drained. using 9 % in session no. 1,neutral,ipad,metric determine engagement sxsw session ipad battery drained using 9 session 1
"who wants to do a song,lets work. google me mr 285 #sxsw",neutral,google,wants songlets work google mr 285 sxsw
listening to folks around the world making iphone music with smule's ocarina @mention played zelda theme #sxsw-i,neutral,iphone,listening folks around world making iphone music smules ocarina played zelda theme sxswi
"according to google's marissa mayer, future of location: augmented reality, contextual discovery, making smartphones smarter. #sxsw #fb",neutral,google,according googles marissa mayer future location augmented reality contextual discovery making smartphones smarter sxsw fb
listening to google q&amp;a. with what she is saying i see yelp and other services going to die... #sxsw so far interesting,positive,google,listening google qampa saying see yelp services going die sxsw far interesting
listening to google's marissa mayer discuss new products including google hotpot - watch out yelp! #sxsw,positive,other google product or service,listening googles marissa mayer discuss new products including google hotpot watch yelp sxsw
listening to google's nadya direkova on using game mechanics to create user engagement in social web apps. {link} #sxsw,neutral,google,listening googles nadya direkova using game mechanics create user engagement social web apps link sxsw
reactions to google circles news so far range from &quot;not again&quot; to &quot;please rescue me from the facebook.&quot; #sxsw,neutral,google,reactions google circles news far range quotnot againquot quotplease rescue facebookquot sxsw
flipboard to launch iphone app later this year {link} via @mention #sxsw,neutral,iphone,flipboard launch iphone app later year link via sxsw
"according to marissa mayer, 40% of google maps usage is mobile. #sxsw",neutral,google,according marissa mayer 40 google maps usage mobile sxsw
listening to marissa mayer's sales shpeal on google everything #hotwhat? #sxsw,neutral,google,listening marissa mayers sales shpeal google everything hotwhat sxsw
"listening to marissa meyer, head of google social get grilled about jc penney lol #sxsw",neutral,google,listening marissa meyer head google social get grilled jc penney lol sxsw
"apple set to open 'popup shop' in austin for #sxsw. rim/hp r going to lease stores next door,put up ûïcoming soonû signs {link}",neutral,apple,apple set open popup shop austin sxsw rimhp r going lease stores next doorput ûïcoming soonû signs link
apple set to open 5000 sqft. pop up store on congress ave. during #sxsw {link},neutral,apple,apple set open 5000 sqft pop store congress ave sxsw link
apple set to open a pop-up shop at the #sxsw interactive conference. {link} #apple #ipad2 #marketing #media,neutral,apple,apple set open popup shop sxsw interactive conference link apple ipad2 marketing media
apple set to open popoup shop in austin at #sxsw {link},neutral,apple,apple set open popoup shop austin sxsw link
apple set to open popup shop in austin (6th &amp; con) for sxsw {link} via @mention #sxsw #sxswprsa #prsa,neutral,apple,apple set open popup shop austin 6th amp con sxsw link via sxsw sxswprsa prsa
apple set to open popup shop in core of #sxsw action ûó {link} $aapl,neutral,apple,apple set open popup shop core sxsw action ûó link aapl
apple set to open popup shop in core of #sxsw action {link},neutral,apple,apple set open popup shop core sxsw action link
apple set to open popup shop in core of #sxsw action {link} (ipad2 on the ground.),neutral,apple,apple set open popup shop core sxsw action link ipad2 ground
apple set to open popup shop in core of #sxsw action {link} geeks need #ipad2 love!,positive,ipad,apple set open popup shop core sxsw action link geeks need ipad2 love
apple set to open popup shop in core of #sxsw action for #ipad2 unveiling {link},neutral,apple,apple set open popup shop core sxsw action ipad2 unveiling link
apple set to open popup shop in core of sxsw action - they're going to sell ipad2 at #sxsw! {link},positive,ipad,apple set open popup shop core sxsw action theyre going sell ipad2 sxsw link
apple set to open popup shop in core of sxsw action {link} #sxsw #app... {link} http://bit.ly/bvhd5s,neutral,apple,apple set open popup shop core sxsw action link sxsw app link
apple set to open popup shop in core of sxsw action {link} #sxsw #apple,neutral,apple,apple set open popup shop core sxsw action link sxsw apple
apple set to open popup shop in core of sxsw action {link} #sxsw #apple #ipad #retail,positive,apple,apple set open popup shop core sxsw action link sxsw apple ipad retail
apple set to open popup shop in core of sxsw action {link} #sxsw #apple: apple set to open popup sh... {link},neutral,apple,apple set open popup shop core sxsw action link sxsw apple apple set open popup sh link
apple set to open popup shop in core of sxsw action {link} via @mention #sxsw,neutral,apple,apple set open popup shop core sxsw action link via sxsw
apple set to open popup shop in core of sxsw action to sell ipad2 {link} #ipad2 #sxsw,neutral,apple,apple set open popup shop core sxsw action sell ipad2 link ipad2 sxsw
apple set to open popup shop in core of sxsw action. leases downtown space during festival {link} #sxsw #apple #austin,neutral,apple,apple set open popup shop core sxsw action leases downtown space festival link sxsw apple austin
great way to prep! rt @mention download 20+ free tracks from #sxsw music sampler available on @mention {link},neutral,none,great way prep rt download 20 free tracks sxsw music sampler available link
expecting to see a flood of shiny new ipad2's today @mention line at apple store was around the block #sxsw,positive,ipad,expecting see flood shiny new ipad2s today line apple store around block sxsw
"so we get to see google fail at social on another day rt @mention okay, no google circles debuting at #sxsw today",negative,google,get see google fail social another day rt okay google circles debuting sxsw today
listening to some australian knob (celebrity journalist) shoot (and re-shoot and re-shoot) his iphone vid about meeting the celebs at #sxsw,neutral,iphone,listening australian knob celebrity journalist shoot reshoot reshoot iphone vid meeting celebs sxsw
"listening to some google marketers speak. based on the crowd and what they're all holding, steve jobs is wealthier than i thought. #sxsw",neutral,google,listening google marketers speak based crowd theyre holding steve jobs wealthier thought sxsw
google vp to speak. the topic: 10 quick steps to owning everything in the world. #sxsw {link},neutral,google,google vp speak topic 10 quick steps owning everything world sxsw link
it's easy to spot the ipad 2 here at #sxsw from a distance: the majority of them have white screen bezels.,neutral,ipad,easy spot ipad 2 sxsw distance majority white screen bezels
on my way to the apple store to upgrade my pager. {link} #sxsw,neutral,apple,way apple store upgrade pager link sxsw
listening to the developer of the netflix app for iphone talk about mistakes he made on the ap. interesting stuff! #sxsw,neutral,iphone,listening developer netflix app iphone talk mistakes made ap interesting stuff sxsw
i41: slap to the face {link} [codes valid: 8:00-11:59:59a 03/15/11] #infektd #sxsw #zomb,neutral,none,i41 slap face link codes valid 800115959a 031511 infektd sxsw zomb
listening to the official #sxsw mixtape: {link},neutral,none,listening official sxsw mixtape link
switching to the office ipad for this next session on flipboard: gamechanger or passing fad (@mention should like this one) #sxsw,neutral,ipad,switching office ipad next session flipboard gamechanger passing fad like one sxsw
switching to the office ipad for this next session on flipboard: gamechanger or passing fad? (@mention should like this one) #sxsw,neutral,ipad,switching office ipad next session flipboard gamechanger passing fad like one sxsw
come over to the tech cocktail event tonight to check out our mobile smackdown event! #sxsw #iphone #android #windowsphone,neutral,iphone,come tech cocktail event tonight check mobile smackdown event sxsw iphone android windowsphone
"listening to twit live @mention #sxsw. also went to boxee keg party, google robots event, saw tim ferris speak, checked out ebay hackathon!",positive,google,listening twit live sxsw also went boxee keg party google robots event saw tim ferris speak checked ebay hackathon
i'm going to wait for the #ipad 4. you know its going to be better than the ipad 2. #sxsw,positive,ipad,im going wait ipad 4 know going better ipad 2 sxsw
"available today, @mention mobile apps for #iphone #android #blackberry and #windowsmobile w/ facebook. more info: {link} #sxsw",neutral,iphone,available today mobile apps iphone android blackberry windowsmobile w facebook info link sxsw
&quot;i'm too fond of my ipad.&quot; - @mention #sxswi #sxsw,positive,ipad,quotim fond ipadquot sxswi sxsw
social is too important for #google to screw up with a big launch circus {link} #socialmedia #sxsw,neutral,google,social important google screw big launch circus link socialmedia sxsw
social is too important for google to screw up with a big launch circus. #sxsw via @mention {link},neutral,google,social important google screw big launch circus sxsw via link
check out touching stories: designing digital magazines for the ipad at sxsw. {link} #sxsw,neutral,ipad,check touching stories designing digital magazines ipad sxsw link sxsw
#futuremf trajan: google has destroyed the &lt;title&gt; tag - websites seo them. open graph protocol added a clean title tag instead #sxsw,negative,google,futuremf trajan google destroyed lttitlegt tag websites seo open graph protocol added clean title tag instead sxsw
"if you're trying to contact friends or family in #japan, @mention has created a person finder: {link} #sxsw",neutral,none,youre trying contact friends family japan created person finder link sxsw
some free tunes from a few of this year's #sxsw artists ûó {link},neutral,none,free tunes years sxsw artists ûó link
attending tv + new media = formula for success at #sxsw. seeing a lot of ipad 2's around here.,positive,ipad,attending tv new media formula success sxsw seeing lot ipad 2s around
there are two apple stores in atx!! rt @mention the ipad 2 goes on sale next friday...the austin apple store is going to be busy! #sxswû,positive,ipad,two apple stores atx rt ipad 2 goes sale next fridaythe austin apple store going busy sxswû
apple has two austin stores but until this week no downtown presence. that changes with an #sxsw popup store {link} #pcbuzz,neutral,apple,apple two austin stores week downtown presence changes sxsw popup store link pcbuzz
apple has two austin stores but until this week no downtown presence. that changes with an #sxsw popup store {link} ~@mention,positive,apple,apple two austin stores week downtown presence changes sxsw popup store link
apple has two austin-area retail locations but in anticipation of all the gadget ... #ipad #sxsw #gadgets {link},neutral,apple,apple two austinarea retail locations anticipation gadget ipad sxsw gadgets link
"please if u were able to [...] attend #sxsw or buy an ipad today, consider saving a few $$ for japan earthquake relief (via @mention",neutral,ipad,please u able attend sxsw buy ipad today consider saving japan earthquake relief via
do i know u? why u selling to me! weve never talked. i now hate your product! rt @mention check out heyo 4 iphone #sxsw #sxswi,negative,iphone,know u u selling weve never talked hate product rt check heyo 4 iphone sxsw sxswi
ûï@mention unloading at #apple store corner of 6th and congress in austin. temp store for #sxsw {link} / dis awesome!,positive,apple,ûï unloading apple store corner 6th congress austin temp store sxsw link dis awesome
google to unveil new social platform circles that groups peeps by relevance #sxsw,neutral,google,google unveil new social platform circles groups peeps relevance sxsw
"if i show up at #sxsw with my 1st gen ipad, will they still let me in the door?",neutral,ipad,show sxsw 1st gen ipad still let door
"apple pop up store for #sxsw, why not pop up genius bars - everywhere?",positive,apple,apple pop store sxsw pop genius bars everywhere
apple pop up store... line is ridic. #sxsw {link},negative,apple,apple pop store line ridic sxsw link
trying to update software (4.0) on iphone to download #sxsw app. but so far no luck - wonder if it's because phone is from mexico.,negative,iphone,trying update software 40 iphone download sxsw app far luck wonder phone mexico
def could use an ipad for #sxsw today. tweeting via iphone sorta pretty much sux.,negative,iphone,def could use ipad sxsw today tweeting via iphone sorta pretty much sux
brilliant use case! #sxsw &quot;@mention ...kik concierge service is great. get @mention for android or iphone and add the sxsw user &amp; ask away&quot;,positive,iphone,brilliant use case sxsw quot kik concierge service great get android iphone add sxsw user amp ask awayquot
you won't use glasses? lies. lies. it's a phone on your face people. it's a handsfree connection. think apple. #sxsw #arsxsw,neutral,apple,wont use glasses lies lies phone face people handsfree connection think apple sxsw arsxsw
"i want to use this video in my #sxsw talk today, but need to be able to download it to my ipad. do you know how? {link}",neutral,ipad,want use video sxsw talk today need able download ipad know link
.@mention used @mention 's @mention ipad app as an example of good navigation! #uxdes #sxsw {link},positive,ipad or iphone app,used ipad app example good navigation uxdes sxsw link
is anyone using google checkins thru latitude? #sxsw,neutral,google,anyone using google checkins thru latitude sxsw
"argh, the ux meet up is at the exact same time as the iphone dev meetup. where is my clone? #sxsw",neutral,iphone,argh ux meet exact time iphone dev meetup clone sxsw
they have very little need for parents anymore [comment on child playing with ipad] ûó@mention #connectedbrands #sxsw,positive,ipad,little need parents anymore comment child playing ipad ûó connectedbrands sxsw
ûï@mention video interview with @mention &amp; @mention at #sxsw &quot;google deals&quot; {link},neutral,google,ûï video interview amp sxsw quotgoogle dealsquot link
took some video on ipad 2 on 6th street. the smart cover is rad. filming on the huge display is nuts. looks great on playback. #sxsw,positive,ipad,took video ipad 2 6th street smart cover rad filming huge display nuts looks great playback sxsw
"sweet tea vodka out of a glowstick cup doesn't scream &quot;google&quot; to me, but it is baller. #sxsw",neutral,google,sweet tea vodka glowstick cup doesnt scream quotgooglequot baller sxsw
my ipad 2 vs android panel starts at 330 at radisson. bloody mary starts now! #sxsw,neutral,ipad,ipad 2 vs android panel starts 330 radisson bloody mary starts sxsw
this waze vs google discussion is one of the best i have seen at #sxsw. we need more competitors going head to head here.,mixed,google,waze vs google discussion one best seen sxsw need competitors going head head
dense una vuelta por #socialfuel #sxsw para ver la gran diferencia..rt @mention &quot;the revolution will be clumsily translated by google.&quot;,negative,google,dense una vuelta por socialfuel sxsw para ver la gran diferenciart quotthe revolution clumsily translated googlequot
"encounter w charming/intense @mention #thethankyoueconomy, w bright @mention #localmind. suffer @mention have fun @mention party #sxsw",neutral,none,encounter w charmingintense thethankyoueconomy w bright localmind suffer fun party sxsw
the prob. w/ seeing @mention at a #sxsw interactive show is that these nerds are more concerned with their iphone videos than the actual show,neutral,iphone,prob w seeing sxsw interactive show nerds concerned iphone videos actual show
.@mention was asked what her favorite non-google product was. she said her swiss watch. #sxsw,neutral,google,asked favorite nongoogle product said swiss watch sxsw
wishing i was at #sxsw to see the rumored demo of @mention new social network 'circles' {link} (via @mention,positive,other google product or service,wishing sxsw see rumored demo new social network circles link via
my iphone was stolen and i got it back !!!!!! #sxsw,neutral,iphone,iphone stolen got back sxsw
"clearly i wasn't back on twitter during tiff i don't think (not on my iphone) this #sxsw is bigger than sundance even, #filmfestepic",neutral,iphone,clearly wasnt back twitter tiff dont think iphone sxsw bigger sundance even filmfestepic
new blog: watch this @mention #sxsw {link},neutral,none,new blog watch sxsw link
÷¼ why are we better than #google? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,negative,google,¼ better google _ link ã_ edchat musedchat sxsw sxswi classical newtwitter
÷¼ why are we here? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,neutral,none,¼ _ link ã_ edchat musedchat sxsw sxswi classical newtwitter
ûï@mention we interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circlesû,positive,other google product or service,ûï interrupt regularly scheduled sxsw geek programming big news link google circlesû
ûï@mention we interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circlesû sounds interesting,positive,other google product or service,ûï interrupt regularly scheduled sxsw geek programming big news link google circlesû sounds interesting
yesterday we listened to google's marissa mayer discuss mobile technologies and how over 40% of users use maps on their phones. #sxsw,neutral,google,yesterday listened googles marissa mayer discuss mobile technologies 40 users use maps phones sxsw
÷¼ why are we so fascinated byû_ {link} ? #edchat #musedchat #sxsw #sxswi #classical #newtwitter ÷_,neutral,none,¼ fascinated byû_ link edchat musedchat sxsw sxswi classical newtwitter _
how about we...chase sweet &amp; salty w/sweet tea vodka @mention the google party? #sxsw (@mention gsd&amp;m) [pic]: {link},neutral,google,wechase sweet amp salty wsweet tea vodka google party sxsw gsdampm pic link
ûï@mention we'll be spotlighting all our new #mobile apps @mention #sxsw &amp; here's a peak at our ipad #jobsearch app (video) {link},neutral,ipad,ûï well spotlighting new mobile apps sxsw amp heres peak ipad jobsearch app video link
at #sxsw? we're giving away an ipad 2 to the creator of the most popular disc during interactive. create a disc &amp; share on twitter!,positive,ipad,sxsw giving away ipad 2 creator popular disc interactive create disc amp share twitter
ûï@mention we're not launching any products at #sxsw but we're doing plenty else. {link} / ok aun no,neutral,none,ûï launching products sxsw plenty else link ok aun
"sxsw this weekend and ipad 2 release. am i taking part in either? sadly, no. #sxsw #anybodywanttobuymeanipad2",positive,ipad,sxsw weekend ipad 2 release taking part either sadly sxsw anybodywanttobuymeanipad2
"as far as welcome e-mails go, @mention is great, and makes it very easy to see how to use the service {link} #sxsw",neutral,none,far welcome emails go great makes easy see use service link sxsw
@mention welcome! enjoy #sxsw and ride anywhere in austin for $10 . dwnld the #groundlink app{link} booth 437,neutral,none,welcome enjoy sxsw ride anywhere austin 10 dwnld groundlink applink booth 437
"if #apple weren't so cocky, perhaps a separate ipad2 store at #sxsw would have been a good idea. guess they don't need the extra marketing;)",negative,apple,apple werent cocky perhaps separate ipad2 store sxsw would good idea guess dont need extra marketing
ûï@mention what does an apple security guy after he locks up the store..... #sxsw - {link} lol,neutral,apple,ûï apple security guy locks store sxsw link lol
ûï@mention where is the apple store? #help_sxswû use the command and it will give you the answer #sxsw #rightnow,neutral,apple,ûï apple store help_sxswû use command give answer sxsw rightnow
"i left my white iphone 4g in a cab in austin at #sxsw internet, please help.",neutral,iphone,left white iphone 4g cab austin sxsw internet please help
"companies who are embracing nfc today: google (nfc window decal &amp; nexus s), nokia (willinclude in all smartphones in 2011) #sxsw #mcommerce",neutral,google,companies embracing nfc today google nfc window decal amp nexus nokia willinclude smartphones 2011 sxsw mcommerce
"companies who are embracing nfc: isis (verizon &amp; tmobile), verifone (include in all new payment systems)., apple (ios5) #sxsw #mcommerce",neutral,apple,companies embracing nfc isis verizon amp tmobile verifone include new payment systems apple ios5 sxsw mcommerce
flipboard will launch iphone app before working on experiences for other tablets #sxsw,neutral,iphone,flipboard launch iphone app working experiences tablets sxsw
"brilliant win-win! #austin, #sxsw and #ipad2: {link}",positive,ipad,brilliant winwin austin sxsw ipad2 link
we have a winner? :) rt: @mention this is awesome.... how i got an ipad 2 during #sxsw! {link} via @mention @mention,positive,ipad,winner rt awesome got ipad 2 sxsw link via
i sort of wish the pop-up apple store only sold actual apples. just as a joke. #sxsw,neutral,apple,sort wish popup apple store sold actual apples joke sxsw
"impressed with @mention from #google. articulate, relevant &amp; fun. #sxsw @mention austin convention center {link}",positive,google,impressed google articulate relevant amp fun sxsw austin convention center link
a new app with a resourceful way to get connected: {link} #hashable #sxsw #iphone #droid,positive,ipad or iphone app,new app resourceful way get connected link hashable sxsw iphone droid
"#sxsw-ers with an android jones: what are you doing saturday, 1:30-2:30pm? how about attending an android developer meetup? details to come.",neutral,android,sxswers android jones saturday 130230pm attending android developer meetup details come
what's up with google circles? #sxsw,neutral,google,whats google circles sxsw
interview with mike mccue - co-founder of flipboard! - ipad users tune in now - {link} #smc #sxsw,neutral,ipad,interview mike mccue cofounder flipboard ipad users tune link smc sxsw
